"(PDH-CSV 4.0) (","\\DESKTOP-5GTCQEM\Network Interface(Realtek PCIe GbE Family Controller)\Bytes Sent/sec","\\DESKTOP-5GTCQEM\Network Interface(Realtek 8822BU Wireless LAN 802.11ac USB NIC)\Bytes Sent/sec","\\DESKTOP-5GTCQEM\Network Interface(Realtek PCIe GbE Family Controller)\Bytes Received/sec","\\DESKTOP-5GTCQEM\Network Interface(Realtek 8822BU Wireless LAN 802.11ac USB NIC)\Bytes Received/sec","\\DESKTOP-5GTCQEM\Network Interface(Realtek PCIe GbE Family Controller)\Bytes Total/sec","\\DESKTOP-5GTCQEM\Network Interface(Realtek 8822BU Wireless LAN 802.11ac USB NIC)\Bytes Total/sec","\\DESKTOP-5GTCQEM\Processor(0)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(1)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(2)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(3)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(4)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(5)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(6)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(7)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(8)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(9)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(10)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(11)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(_Total)\DPCs Queued/sec","\\DESKTOP-5GTCQEM\Processor(0)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(1)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(2)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(3)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(4)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(5)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(6)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(7)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(8)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(9)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(10)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(11)\% DPC Time","\\DESKTOP-5GTCQEM\Processor(_Total)\% DPC Time","\\DESKTOP-5GTCQEM\TCPv4\Segments Received/sec","\\DESKTOP-5GTCQEM\TCPv4\Segments Sent/sec","\\DESKTOP-5GTCQEM\TCPv4\Segments/sec","\\DESKTOP-5GTCQEM\TCPv4\Segments Retransmitted/sec","\\DESKTOP-5GTCQEM\TCPv4\Connection Failures","\\DESKTOP-5GTCQEM\TCPv4\Connections Reset","\\DESKTOP-5GTCQEM\TCPv4\Connections Established"
"10/09/2022 19:25:29.111","12619.181155356140152","0","688913.81566647964064","0","701532.99682183575351","0","4440.0822583660492455","1402.131239484015623","701.06561974200781151","0","1635.8197793980182269","1869.5083193120208307","934.75415965601041535","233.68853991400260384","701.06561974200781151","0","0","0","11918.115535614131659","0","0","0","0","0","0","0","0","0","0","0","0","0","4440.0822583660492455","4206.3937184520464143","8646.4759768180956598","0","1452","3121","206"
"10/09/2022 19:25:34.126","95513.285890550672775","0","3835696.8192929551005","0","3931210.1051835059188","0","5738.2101712985331687","359.68489051502967868","987.33901210112355784","68.188598977904732124","393.77919000398202343","97.896497363015285487","632.23990455829220991","83.142239104638235858","60.612087980359767414","57.82074182336951651","84.139148446420463756","72.97376381845946014","8636.0262459911282349","2.180669097664946765","0.3115241568092780855","0","0","0","0","0","0","0.3115241568092780855","0","0","0","0.23364411448426034013","10371.446028165639291","9277.6370983621727646","19649.083126527813874","0.3987637367128932242","1452","3121","205"
"10/09/2022 19:25:39.127","76429.585538153420202","0","3042793.7045133057982","0","3119223.2900514593348","0","5122.7432562112762753","631.54369156446011857","645.74242560533309643","59.394704368158542707","248.5778368000709122","84.79243990605797876","527.55296337778531779","69.793777186826034153","48.595667210311532358","50.195524567029607965","73.793420578621208961","58.594775689799504903","7621.3204830657305138","2.499801265799368899","0.62495031644984222474","0.31247515822492111237","0","0","0","0","0","0","0","0","0","0.28643522839934226765","8264.8631048055758583","7433.7372079905362625","15698.600312796112121","0","1452","3121","205"
"10/09/2022 19:25:44.117","100969.77587757300353","0","4065126.6115989712998","0","4166096.3874765443616","0","5549.0252604390743727","263.91485565700992311","1228.9975776343521829","84.364581800760191754","309.20320598235861098","87.170054829764097803","1007.1648174124007937","59.716497331654480263","63.924706875160332231","122.0380767616697284","57.11141523329371239","30.058639596470378308","8862.689689553968492","5.9491108797039178313","0.31311109893178512564","0.31311109893178512564","0","0","0","0","0","0","0","0","0","0.54794342117510741463","11039.736760060995948","9935.3823412866750004","20975.119101347670949","0","1452","3121","204"
"10/09/2022 19:25:49.110","140872.34628825564869","0","5601288.3687194939703","0","5742160.7150077493861","0","6176.649409418230789","328.83919104677823952","1428.9084215095997479","101.13507398210902011","384.51354860524617152","82.309931498310504594","1579.1090264335239226","72.897360256411246837","65.086928800367189751","71.495487943787964014","72.697092783179357411","62.283184175120602788","10425.924656452663839","3.1290867124098760144","0.31290867124098759033","0","0","0","0","0.31290867124098759033","0","0","0","0","0","0.31290867124098759033","15260.781995217170333","13772.794669104161585","29033.576664321331918","0","1452","3121","204"
"10/09/2022 19:25:54.121","27759.056554105824034","0","1047515.9624903182266","0","1075275.0190444239415","0","3887.1181061630095428","291.37918750310592486","245.47698673206866715","66.059254153101406359","133.51553180793004572","61.069884504075623965","456.82668506480098358","29.736643108193685947","47.299224272764455179","68.254576798672758287","50.891570420063018787","33.927713613375345858","5371.5553641411615899","2.8065906112044842757","0.93553020373482820293","0","0","0","0","0","0","0","0","0","0","0.3118434012449426973","2886.8492789263200393","2588.4849739145779495","5475.334252840897534","0","1452","3121","204"
"10/09/2022 19:25:59.120","732.93252885986839829","0","1781.9222071735009649","0","2514.8547360333695906","0","3290.5950053888741422","404.67317300314238082","78.214142681279625435","47.208536247524271801","79.614395875062129448","48.80882561184713353","45.208174542120701744","29.005244728351780026","53.009585193194631358","43.407849007257489404","36.406583038344990655","26.804846852407848701","4182.9563621694069298","2.5004600346371725905","0.31255750432964657382","0","0","0","0","0","0","0","0","0","0","0.23441912843124879107","21.003797906737496248","18.003255348632137611","39.00705325536963386","0","1452","3121","204"
"10/09/2022 19:26:04.117","20804.785911218707042","0","674215.943331897608","0","695020.72924311622046","0","3640.4623219053596586","340.79305926807535343","419.6377247710828442","59.033442445145176691","102.25792911684469289","67.438203742420085973","64.836730007549277843","36.020405559749598012","58.232988988261851659","44.425166857024507294","57.432535531378526628","30.617344725787159376","4921.1878529186788001","3.1267278297987468605","0.62534556595974932769","0.31267278297987466384","0","0","0","0","0","0","0","0","0","0.33872918174583271922","1827.8354687930714135","1605.3094077795071826","3433.1448765725785961","0","1452","3121","205"
"10/09/2022 19:26:09.107","21160.990851988357463","0","447298.96402350981953","0","468459.95487549819518","0","3376.0908038962002138","473.76698684617224444","277.96734803538112146","55.914124082099007751","117.23929243020759827","61.725986441887080503","105.41515866374221844","35.67281034628538805","47.697353159640016429","67.337439754785904711","48.098171253418499305","38.678946049624045145","4705.6044209594438144","2.8182679799785432806","0.31314088666428258056","0","0","0","0","0","0","0","0","0","0","0.26095007085301058503","1260.9737230271216504","1137.3213410964583545","2398.2950641235802323","0","1452","3121","204"
"10/09/2022 19:26:14.115","12536.448329781431312","0","246206.3086784913321","0","258742.75700827274704","0","1681.270625266941579","167.9273866804629165","105.82819850255094707","58.10567125328741156","90.253482496515147204","56.907616175900038513","70.884925412086019492","32.946514628152655746","68.688491103542503424","40.933548477401785703","51.915720020119337619","49.719285711575821551","2475.3814657285361136","0.93598122071239886477","0","0","0","0","0","0","0","0","0","0","0","0.077999433439335325025","781.13191045656481037","709.04892996709133968","1490.1808404236560364","0","1452","3121","222"
